AOD,cummulative_cr_amount,cummulative_dr_amount,channel,output
20,15185,65543,0,0
28,23513,26476,0,0
29,88133,15374,0,0
22,43070,82352,0,0
26,60299,16231,1,0
30,15638,46424,0,0
39,86750,80617,0,0
32,72236,17662,0,0
32,35056,56563,1,0
35,68129,80928,1,0
37,35443,53894,0,0
37,71691,8382,0,0
29,15056,14111,0,0
33,57621,52452,1,0
37,66593,94166,0,0
37,53537,84429,0,0
23,74153,37460,1,0
38,60456,91843,0,0
35,91123,35611,1,0
35,9388,61764,1,0
25,91966,87993,0,0
37,59956,72242,0,0
30,55908,79484,1,0
40,28439,24698,0,0
23,42521,20237,1,0
31,68022,46555,0,0
38,71660,3483,0,0
39,73009,98742,0,0
34,37662,4732,1,0
28,62800,50988,0,0
38,97522,21698,0,0
21,87387,43048,1,1
40,69876,44647,0,0
30,64929,89726,1,0
21,51695,7111,0,0
37,68989,91892,0,0
26,77816,59719,1,1
36,38060,16746,1,0
24,40213,52426,0,0
30,2743,10973,1,0
39,24257,69854,0,0
31,58541,9854,0,0
24,93748,43872,1,1
37,68730,94486,0,0
22,8318,71403,0,0
25,2810,76463,1,0
31,36598,47321,1,0
29,29595,26754,0,0
35,75086,52953,0,0
39,83206,89857,0,0
34,2442,51401,1,0
20,90603,70709,1,1
26,50270,13321,1,0
25,85215,57815,1,1
22,9119,1739,1,0
20,77647,46020,0,0
25,66202,76422,0,0
40,95303,61516,1,0
23,8685,27530,0,0
35,12872,9953,0,0
37,72279,2331,1,0
31,63503,58799,1,0
27,7053,96658,0,0
23,21812,24662,0,0
28,73589,67588,1,1
40,41401,13463,1,0
21,26113,53473,1,0
36,90187,29524,1,0
30,22393,87887,1,0
27,52690,58929,0,0
21,7554,43964,1,0
25,79214,74070,0,0
23,51147,31206,1,0
25,27604,92446,0,0
32,30193,85065,0,0
38,68793,76352,0,0
27,34322,16280,0,0
21,69302,36986,0,0
28,48301,71735,0,0
32,75049,55592,1,0
22,74004,97315,0,0
31,10910,82411,0,0
38,61309,96008,1,0
40,6169,53837,1,0
24,67897,33148,0,0
38,50739,52921,1,0
37,90770,38061,0,0
27,70317,26839,1,0
34,28208,23017,1,0
33,34273,27366,0,0
39,54994,76105,1,0
35,98620,58738,1,0
29,29683,78191,1,0
39,56616,95273,0,0
33,98893,48951,1,0
22,22868,35970,0,0
39,40641,89594,0,0
26,30093,15142,1,0
24,3150,19887,0,0
28,74288,50849,1,1
20,81252,77853,0,0
24,88278,93183,0,0
35,92632,4885,1,0
39,33760,25303,1,0
37,93239,92286,1,0
34,62077,96728,0,0
40,71284,65452,1,0
25,89861,34614,0,0
35,38922,57309,0,0
21,55716,52800,0,0
31,19676,23362,0,0
26,96706,16135,0,0
35,51559,70678,1,0
35,21028,63787,1,0
28,49796,98299,0,0
39,2345,41012,1,0
38,51729,82041,0,0
21,75021,24469,1,0
31,12914,33326,1,0
21,83756,56843,0,0
26,8710,90017,0,0
37,84585,54779,1,0
20,59842,96266,0,0
32,12337,64625,1,0
26,91813,23405,0,0
33,58951,20011,1,0
20,54785,43460,1,1
31,49791,58062,0,0
21,70535,23083,1,0
37,47771,80735,0,0
22,43664,52933,1,0
40,73953,18350,1,0
40,80578,72025,1,0
36,44338,80519,1,0
28,63600,52831,1,1
34,97762,80945,1,0
22,97819,36597,0,0
22,12835,29365,0,0
30,9926,26265,0,0
36,42417,43411,1,0
31,15439,82729,1,0
25,74677,86192,1,1
37,95955,73710,1,0
22,67985,40338,1,1
26,2645,53382,1,0
30,36455,87539,0,0
20,3894,73427,0,0
29,10389,21582,0,0
34,51312,19077,0,0
30,2200,65202,1,0
39,90454,56666,1,0
27,85495,50444,1,1
27,32654,68033,0,0
38,51138,98430,1,0
22,10370,14230,0,0
30,37070,4014,0,0
40,7040,65514,1,0
38,23691,25716,1,0
40,67948,1983,0,0
24,11990,1075,0,0
39,27151,34504,0,0
37,93371,93729,0,0
23,2076,60214,1,0
36,4640,7640,0,0
33,56799,73408,1,0
32,95640,69181,1,0
38,89902,1280,1,0
39,95487,42310,1,0
38,79464,59439,0,0
39,51106,59601,0,0
28,91072,40240,1,1
28,17209,81440,0,0
25,78925,58759,0,0
24,38752,21572,0,0
32,42453,65830,1,0
29,12346,66737,0,0
30,17732,45517,1,0
20,97656,74302,0,0
33,41854,11141,0,0
32,14071,28264,0,0
39,52208,46125,1,0
36,33014,67498,0,0
24,95074,62786,0,0
36,97062,87280,0,0
32,31278,80201,1,0
36,78910,80982,0,0
26,89445,64773,0,0
34,26079,78553,0,0
27,47610,58823,1,0
20,76717,4598,1,0
36,13063,45060,1,0
34,76927,45452,0,0
20,42853,31496,0,0
38,11175,89133,0,0
31,87035,5115,1,0
32,78340,29382,1,0
37,80208,18185,0,0
29,69348,75521,0,0
20,80748,48599,0,0
29,98730,14123,1,0
31,58902,61830,1,0
35,25132,88476,1,0
31,45948,39363,0,0
35,12856,78452,0,0
25,36448,40875,0,0
35,56090,37608,1,0
21,74593,50513,1,1
31,90119,13346,1,0
37,92953,40793,1,0
34,53360,98982,0,0
28,78447,63785,1,1
35,45537,22436,1,0
24,67201,4417,1,0
37,53384,82020,0,0
38,83735,17605,0,0
30,72251,66378,0,0
37,20461,37243,0,0
40,18507,97469,1,0
23,3424,43950,1,0
30,76793,39189,0,0
35,21477,50814,0,0
32,89726,85844,1,0
32,47172,83621,0,0
23,97415,71630,0,0
30,40954,59917,0,0
21,64954,34160,1,0
33,3352,32389,0,0
26,53830,93345,1,1
30,36848,1096,1,0
29,72037,71457,1,1
33,83798,5180,0,0
35,63855,4002,0,0
34,54186,37026,0,0
23,3166,35379,0,0
37,11548,53739,0,0
21,5841,37786,1,0
37,42512,49717,1,0
33,50578,80308,1,0
37,43381,82154,0,0
22,38142,78534,0,0
38,11766,44820,1,0
30,42244,92306,1,0
39,26670,69431,0,0
31,42334,67520,1,0
30,91192,70964,1,0
23,86879,98671,0,0
24,83840,17442,0,0
34,52813,35934,0,0
32,1277,52095,1,0
28,2928,40674,1,0
36,91203,47446,0,0
28,23735,24816,1,0
38,98682,63698,1,0
22,79757,40428,1,1
32,33963,11197,1,0
22,66949,46742,0,0
35,1896,47391,1,0
32,45982,42658,0,0
37,79549,27197,1,0
36,89319,57673,1,0
34,77062,40189,0,0
35,54515,51917,1,0
35,19952,15664,1,0
32,25625,70620,1,0
29,28859,80960,0,0
39,35986,83099,0,0
34,76742,94143,1,0
32,42966,21259,0,0
29,20912,49274,1,0
25,14936,45587,0,0
29,22097,33623,1,0
28,83471,28723,0,0
26,80830,98324,0,0
20,23951,70300,1,0
20,51497,11333,1,0
37,10101,62493,1,0
23,48419,6116,1,0
36,85141,46971,0,0
21,67274,30943,0,0
38,22429,7411,1,0
35,59809,28323,1,0
25,55872,77585,0,0
25,3752,87021,1,0
22,91016,16689,1,0
34,42123,47007,0,0
37,65666,7476,1,0
21,4512,37744,1,0
32,40742,39613,0,0
21,13253,69514,1,0
24,5923,77697,1,0
27,16884,37948,0,0
25,64408,30488,1,0
32,13971,22264,1,0
24,58829,3016,0,0
25,91623,94030,1,1
32,66822,93061,1,0
31,34368,46322,0,0
32,91859,94942,1,0
29,6931,16443,0,0
37,56161,3847,1,0
21,22919,39986,1,0
39,33939,12128,1,0
36,18541,15986,0,0
35,46607,19092,0,0
28,76896,29593,1,0
33,76361,11702,0,0
39,21534,80913,1,0
36,28542,12056,1,0
37,9016,86080,1,0
38,27856,79098,0,0
31,52250,36152,0,0
24,86167,40818,1,1
25,33039,50055,0,0
31,22454,19577,0,0
34,27465,74901,0,0
27,21251,38879,1,0
34,88791,85671,0,0
31,93106,90347,1,0
34,27188,42718,1,0
29,59307,17382,0,0
37,52651,74878,1,0
35,39497,83918,0,0
38,24581,89631,0,0
33,54628,25435,1,0
20,95459,19496,1,0
36,38467,63644,1,0
30,53931,24237,1,0
33,95481,73966,1,0
22,86568,22666,1,0
37,39000,20776,1,0
28,10703,46640,0,0
26,17573,36889,1,0
21,24619,47314,0,0
22,99583,67576,1,1
36,9685,76462,1,0
23,63461,23896,0,0
29,25342,90357,1,0
28,54723,12203,0,0
22,53266,18285,1,0
35,47458,57440,0,0
32,62770,97288,1,0
23,87310,47605,1,1
34,86126,32732,0,0
28,12550,68903,1,0
34,95836,19469,0,0
26,55036,81572,0,0
27,6395,18599,1,0
36,38773,13918,0,0
34,88115,76498,1,0
24,84393,30308,1,0
39,91762,25268,0,0
32,64849,11361,0,0
26,63133,37733,0,0
22,96468,57499,0,0
37,30631,27338,0,0
22,13329,61309,1,0
21,56198,39924,0,0
30,52756,83983,1,0
34,33705,87521,1,0
23,14260,79006,0,0
34,81407,28106,1,0
39,86563,89135,1,0
26,88395,74873,0,0
22,7914,39002,0,0
33,22487,86113,0,0
22,77704,56533,1,1
24,25604,69630,1,0
33,31021,67669,0,0
35,23844,40643,1,0
29,26166,96308,0,0
27,73597,44342,0,0
33,58276,49647,1,0
29,96215,7275,1,0
38,76724,16743,1,0
21,17978,92333,0,0
22,96481,64506,0,0
25,97974,80476,0,0
32,72432,9172,0,0
37,13999,68490,0,0
22,73407,93387,0,0
21,63499,24730,1,0
28,40016,45792,1,0
24,94907,19802,1,0
39,59455,20134,0,0
38,28531,59725,1,0
37,44982,47945,1,0
31,46596,89438,1,0
28,72201,52189,0,0
24,56638,40892,0,0
27,96913,5310,1,0
39,20295,73621,0,0
32,39742,17064,0,0
39,20079,89654,1,0
23,67766,46196,0,0
25,3615,14093,1,0
26,65507,53126,0,0
21,86669,74035,0,0
30,6336,90132,1,0
37,30338,27953,0,0
27,73335,11564,0,0
29,88817,51569,1,1
21,42886,4516,0,0
20,61366,49507,1,1
38,67514,83854,1,0
22,31434,92705,0,0
34,80274,63415,0,0
20,73404,51340,1,1
32,36566,96138,1,0
26,15583,96958,0,0
21,7397,95143,0,0
40,3643,54352,0,0
28,80589,45969,1,1
32,16515,98607,1,0
24,29593,79537,1,0
20,66867,80403,0,0
23,56275,58229,0,0
25,12142,78672,0,0
38,28881,44997,0,0
32,71822,95031,0,0
29,32669,20426,0,0
31,5778,7376,1,0
36,13482,36895,0,0
34,28539,52919,1,0
40,49540,29104,0,0
22,83287,14409,0,0
23,35772,50976,1,0
23,33485,13465,0,0
25,70643,7020,0,0
36,32400,56740,0,0
40,73695,21156,1,0
35,24895,75357,1,0
21,17177,95507,0,0
25,51177,35539,0,0
30,25783,39816,1,0
38,19203,83201,1,0
37,54369,38959,1,0
36,50110,34251,1,0
25,96153,68407,1,1
34,66057,39306,0,0
21,98228,1014,1,0
33,54738,69424,0,0
21,51230,92113,0,0
22,37884,67269,1,0
29,84464,79804,1,1
25,26115,32620,1,0
40,33937,7912,1,0
38,46169,44653,0,0
27,40867,1719,0,0
40,83925,25366,0,0
23,2038,33595,1,0
24,12329,52237,0,0
38,96278,35930,0,0
34,23850,24362,0,0
30,78388,45024,0,0
36,75946,61661,0,0
28,52583,81748,0,0
33,43507,12125,1,0
29,27497,13282,1,0
28,30510,21371,0,0
38,9022,95952,1,0
21,72549,81286,1,1
27,45873,37478,0,0
34,92679,61342,1,0
20,81149,71797,1,1
35,90520,40318,1,0
34,53749,22603,0,0
26,85193,94912,1,1
20,69241,96454,0,0
39,53500,78128,1,0
22,58850,97698,1,1
35,35331,97628,1,0
26,68274,10856,0,0
34,80338,63821,0,0
22,70275,45761,0,0
27,61743,19048,1,0
40,34901,87562,1,0
39,71850,81618,1,0
39,31579,36396,1,0
26,82490,86407,0,0
33,87314,79389,1,0
32,26082,85965,1,0
24,70364,50568,0,0
20,31247,75720,1,0
39,69307,65743,0,0
37,22920,51443,0,0
26,9930,85464,0,0
32,33618,22211,0,0
32,88491,66416,1,0
31,90168,74136,0,0
40,93062,65472,0,0
33,52927,22675,1,0
37,63757,59273,1,0
34,74701,41604,1,0
36,39897,56402,0,0
24,11866,98053,0,0
35,24904,85813,0,0
25,13158,73373,0,0
31,3417,17384,1,0
33,10074,93895,1,0
39,12469,13217,1,0
40,30902,35147,1,0
30,16618,53319,1,0
25,18415,35135,0,0
30,60738,76385,0,0
39,44324,69153,0,0
26,4022,1723,0,0
27,42727,60491,0,0
21,35055,98172,1,0
20,95231,54460,1,1
30,6186,26134,0,0
40,65734,4478,1,0
35,26329,28806,1,0
24,43928,10831,0,0
20,25397,57266,0,0
20,42591,50766,1,0
32,14360,13146,1,0
20,31694,52807,0,0
21,3131,12677,0,0
26,45252,84195,0,0
21,52585,44860,1,1
27,85017,28618,1,0
34,69209,18239,1,0
35,18386,88603,1,0
28,92969,34710,0,0
33,86780,59372,0,0
21,14818,25879,0,0
22,29946,45498,1,0
20,42827,61301,0,0
29,21516,60018,0,0
33,33461,2650,0,0
30,76025,14095,0,0
34,65414,33878,1,0
23,47146,76459,1,0
28,37859,54230,1,0
35,3811,1361,1,0
34,71969,9510,0,0
21,85665,81995,1,1
34,53394,73652,1,0
25,2893,72385,1,0
38,79080,19900,1,0
37,45335,53003,1,0
28,39785,93730,0,0
22,98307,48263,0,0
37,5283,89056,1,0
34,20003,84211,0,0
21,52553,99602,0,0
27,23388,20177,0,0
30,73394,22671,0,0
35,23623,95714,1,0
29,33568,18943,0,0
38,47426,42210,0,0
29,22409,12259,1,0
26,36108,6308,1,0
21,22822,34336,1,0
27,80562,62605,0,0
38,34859,91890,0,0
32,71014,67423,0,0
36,50815,9637,1,0
21,17423,48874,0,0
27,71603,87788,1,1
24,1671,68820,0,0
25,67139,17086,0,0
27,25162,49828,1,0
29,32548,30279,1,0
29,3912,9405,1,0
26,72723,7890,1,0
24,8996,23610,0,0
34,63055,60858,0,0
39,73264,74775,0,0
28,69162,35369,0,0
29,24712,67120,0,0
28,51436,84652,0,0
32,78488,9533,1,0
36,47272,90753,0,0
34,69485,91356,0,0
35,1133,57997,1,0
21,35841,94536,1,0
27,14664,52252,0,0
30,88246,12600,0,0
22,36076,32049,0,0
21,19550,86831,1,0
25,30943,1515,1,0
23,96256,3083,1,0
24,55787,78670,1,1
39,66662,80859,1,0
35,74989,6742,0,0
29,53417,20207,1,0
34,65416,68857,1,0
23,81891,64751,0,0
35,28322,26408,0,0
27,10756,71518,1,0
28,72305,10167,0,0
36,82350,34617,0,0
25,91803,28520,1,0
27,94576,41446,0,0
38,76771,97989,1,0
40,72613,57618,0,0
20,64682,5278,1,0
40,53725,8949,1,0
37,61967,21219,0,0
35,39336,80252,0,0
30,68277,91189,0,0
29,11893,26360,1,0
37,54415,96366,1,0
36,43097,69868,1,0
31,1356,63406,1,0
31,10612,5613,0,0
30,37059,47229,0,0
27,58235,61671,1,1
37,40478,82052,0,0
28,66966,30063,0,0
31,94704,97999,0,0
25,3899,81084,0,0
28,85887,13725,0,0
20,22976,30129,1,0
37,77378,69982,0,0
32,66650,1378,1,0
34,38699,44290,0,0
27,59630,33395,0,0
37,2986,20104,0,0
23,38998,97280,1,0
29,60950,81700,1,1
28,6383,82936,0,0
40,42942,88803,1,0
38,83393,83813,1,0
25,23253,59452,1,0
22,52609,91770,1,1
21,23953,80154,0,0
34,38778,68697,0,0
27,77557,27256,1,0
24,51197,27736,0,0
40,46367,15185,1,0
34,31946,33660,0,0
32,21310,40388,1,0
32,27513,4403,1,0
27,99408,42897,0,0
27,33873,59229,0,0
24,87617,58747,1,1
34,26552,89544,0,0
23,25734,51518,0,0
37,49687,12935,0,0
24,75668,52051,1,1
21,98096,12497,1,0
33,50954,66771,0,0
24,89467,31130,1,0
33,28419,90998,0,0
40,84740,51375,0,0
25,51758,8283,0,0
25,11435,75231,1,0
20,24352,31902,1,0
25,54544,47388,1,1
25,72086,70161,0,0
20,83212,84409,0,0
25,88813,60067,0,0
30,34464,97270,1,0
38,43462,91354,0,0
23,20941,56006,1,0
34,84222,90603,0,0
21,40164,14861,0,0
32,6183,62997,1,0
25,2345,74741,1,0
28,18539,1824,1,0
29,32971,42214,1,0
32,34660,28893,1,0
24,46501,17594,1,0
35,75973,41152,1,0
21,35351,20465,0,0
20,70605,35074,1,0
22,12637,75410,0,0
31,22840,44342,1,0
22,26215,31184,0,0
30,34246,16891,0,0
28,14929,65162,1,0
38,87235,60014,1,0
31,44248,1771,1,0
36,96212,39975,1,0
32,72042,92015,1,0
25,45470,65864,0,0
25,4240,33599,1,0
40,62750,93391,1,0
36,10584,29581,0,0
29,12246,77016,1,0
31,22660,70668,1,0
38,79768,81650,0,0
33,41485,25980,1,0
36,92131,19386,0,0
33,94744,41872,1,0
35,44005,80370,0,0
22,25634,89135,1,0
23,21766,85877,1,0
27,7086,80024,0,0
30,1925,19699,1,0
34,4996,49195,0,0
37,23253,18134,0,0
25,1365,40460,0,0
32,26423,1140,0,0
37,85839,99743,1,0
36,50279,9866,1,0
35,51187,23848,1,0
22,66988,14520,1,0
37,46296,64506,1,0
20,98884,74030,0,0
31,72723,30931,0,0
23,50460,89895,1,1
39,86772,56060,1,0
21,72511,10775,0,0
32,7995,96902,1,0
29,67700,59261,0,0
20,18066,76574,0,0
29,68035,37295,0,0
29,84569,90383,0,0
35,80672,95358,1,0
38,83851,42068,1,0
29,24561,73207,0,0
29,24942,11892,0,0
22,19209,32336,1,0
40,99014,24927,0,0
32,58355,87743,1,0
26,10901,39060,1,0
38,85383,14752,0,0
29,65429,97605,0,0
40,39165,9214,1,0
35,88956,69672,1,0
33,24519,19867,1,0
34,10465,20187,1,0
21,21913,81888,1,0
30,58347,14298,0,0
36,42167,30911,0,0
30,17301,44866,0,0
30,23366,57491,0,0
30,87415,46909,1,0
37,73407,90094,1,0
29,25825,9747,1,0
29,26083,49813,1,0
31,46801,39394,1,0
33,65260,31076,0,0
29,5377,32374,1,0
23,69028,8566,0,0
24,29360,4874,1,0
27,70254,50688,0,0
35,65723,26146,1,0
25,47684,62395,0,0
20,23213,35672,0,0
40,35201,95294,0,0
26,93891,58916,1,1
38,85046,18242,0,0
36,70370,48136,0,0
30,62453,44106,1,0
32,91648,47222,0,0
22,51081,35308,0,0
25,89403,59545,0,0
29,77934,73376,1,1
37,68630,25276,0,0
39,21189,91218,0,0
24,69404,32011,1,0
26,80329,58670,0,0
24,16647,50819,0,0
39,62517,79874,0,0
31,10221,54166,1,0
34,84834,6582,1,0
26,12956,85789,0,0
38,4712,24199,1,0
20,38506,74398,1,0
24,52633,54855,1,1
33,73774,90865,0,0
29,96932,84842,0,0
28,32724,19746,0,0
20,65502,44116,1,1
24,62331,8682,1,0
24,87062,74925,0,0
23,30340,86358,0,0
34,6042,63532,1,0
37,6678,89694,0,0
37,76595,88008,0,0
34,66661,60194,0,0
33,41112,29290,1,0
31,59757,15386,0,0
22,97287,97602,1,1
20,82632,77313,1,1
35,10196,93074,1,0
36,6606,62305,1,0
27,17151,61107,0,0
26,44802,3642,1,0
25,56529,90693,0,0
21,54764,74104,1,1
26,44156,69401,0,0
33,41311,90934,1,0
27,57032,20045,0,0
40,21305,83752,0,0
35,40596,46008,0,0
39,23495,36604,0,0
21,76038,75293,1,1
33,81525,2194,1,0
36,31926,60581,0,0
29,41735,93817,1,0
40,52823,5513,0,0
31,18116,14434,0,0
25,12811,71908,1,0
40,86341,28958,0,0
30,62936,22272,0,0
25,69918,56963,0,0
32,87803,69306,0,0
33,80091,73168,1,0
24,33259,53832,1,0
30,42585,5960,0,0
39,57515,47646,0,0
30,12976,10346,0,0
33,51953,65279,1,0
39,43555,54410,1,0
33,91025,68335,1,0
23,65436,16994,1,0
30,7424,36909,0,0
38,4190,13225,1,0
38,29126,35009,1,0
39,15710,5724,0,0
36,25136,11400,0,0
23,71309,65659,0,0
37,49615,68368,1,0
35,64528,89481,1,0
29,4666,96403,1,0
33,57785,12513,0,0
24,57766,13103,1,0
32,51848,42033,0,0
39,8015,3168,1,0
29,21880,72882,0,0
21,94926,26755,0,0
34,56579,46874,0,0
21,3656,95025,0,0
33,83103,15704,0,0
31,26977,29202,1,0
32,61497,3484,1,0
24,29631,86935,0,0
33,83102,86294,0,0
26,79493,11410,1,0
28,98936,17084,1,0
37,55923,16237,0,0
36,43502,11328,0,0
34,92118,18444,0,0
25,88657,39467,0,0
37,93846,90905,0,0
26,6284,88034,0,0
27,41702,49866,0,0
38,87517,45143,1,0
33,18929,5139,1,0
28,38996,63638,1,0
40,90588,38991,0,0
27,66107,67526,0,0
35,50351,70975,1,0
31,87625,65130,0,0
38,73117,99675,0,0
20,64179,89704,0,0
27,59456,5783,0,0
37,16845,42510,1,0
30,8598,98508,1,0
27,73400,68470,1,1
36,72934,40246,1,0
23,53191,91430,1,1
22,49037,71187,1,0
37,9321,18330,0,0
28,48871,53902,1,0
35,24257,9797,1,0
31,12192,87178,0,0
28,50624,40853,0,0
30,31330,22278,1,0
37,5485,29198,0,0
34,64377,93394,1,0
34,39736,68619,0,0
26,83135,75602,1,1
25,25054,74205,0,0
34,10388,97715,0,0
21,20954,68384,1,0
32,76715,37418,0,0
29,7086,90607,0,0
32,40987,58550,0,0
29,14458,53316,1,0
25,97372,66278,1,1
38,42924,96405,1,0
40,56716,59159,1,0
20,50303,17865,1,0
24,60364,57527,1,1
27,1773,39082,1,0
30,4859,56671,0,0
34,84175,22206,0,0
40,34819,70681,1,0
20,43311,8730,0,0
31,83355,99611,0,0
23,77267,59170,0,0
32,61268,13314,0,0
30,64334,24110,1,0
31,63589,73201,1,0
33,96125,52715,0,0
32,1926,40218,1,0
34,11297,74638,1,0
29,77521,68439,0,0
25,46707,33020,0,0
25,73815,12770,1,0
27,96392,36139,0,0
22,22017,68665,0,0
25,90449,16337,0,0
27,75793,35308,1,0
37,79412,2177,1,0
28,51810,89642,0,0
30,39338,48638,1,0
29,33714,9889,0,0
28,80788,46655,1,1
40,5380,69142,1,0
37,62051,32113,0,0
30,38605,1633,1,0
37,9017,8375,0,0
22,76607,80665,1,1
27,90616,30282,1,0
39,83631,91970,0,0
27,49696,37696,1,0
34,84783,91922,1,0
28,22660,39351,1,0
39,98309,48027,0,0
33,99192,38119,0,0
28,93400,38403,1,0
22,44832,87978,0,0
24,67917,19797,0,0
39,60838,1482,0,0
30,9736,82119,0,0
32,40022,80932,0,0
32,11625,81013,0,0
40,25293,53477,0,0
21,49368,39085,0,0
25,23855,27508,1,0
23,26704,14502,0,0
26,86079,98907,1,1
22,57797,89620,1,1
23,4144,8422,0,0
22,85137,33676,1,0
35,14025,44913,0,0
38,68346,86568,0,0
30,38474,89686,0,0
30,64913,80175,0,0
21,92306,31017,0,0
27,8268,24788,1,0
30,51134,93128,1,0
21,52144,83663,1,1
38,17091,75980,1,0
28,3817,48031,0,0
27,45333,57016,1,0
39,95752,19518,0,0
30,23054,50277,0,0
31,14853,10682,1,0
36,91238,25755,0,0
25,75771,45610,0,0
36,99783,46491,1,0
34,21260,36830,1,0
36,98129,5915,1,0
27,46116,50212,0,0
38,37692,27779,0,0
39,75371,96442,0,0
29,87274,3337,0,0
38,77224,33223,0,0
31,92358,79264,0,0
31,95993,14611,0,0
40,99714,29198,1,0
40,45864,45193,0,0
26,84415,35507,1,0
30,6131,49741,0,0
26,20578,57520,1,0
23,84419,95746,0,0
26,30486,40173,1,0
23,46005,77488,1,0
32,73488,43726,0,0
31,61341,62406,1,0
22,44154,53379,0,0
22,53642,88285,1,1
32,29617,50943,1,0
26,16867,32023,0,0
26,84733,38285,0,0
25,24269,5631,0,0
25,72879,56317,0,0
27,93864,35002,0,0
30,32562,69650,1,0
22,17330,91179,0,0
27,24550,72246,0,0
36,19764,23920,1,0
29,28981,24988,0,0
20,75028,29031,0,0
20,35581,15857,1,0
29,91371,71343,1,1
31,78327,69294,0,0
28,41442,43106,0,0
20,42053,6133,0,0
29,18676,81849,1,0
38,62341,64248,0,0
31,8501,92625,0,0
33,39700,45280,0,0
38,3242,49414,0,0
23,65922,46772,0,0
26,11418,57687,1,0
27,27029,36008,1,0
39,96972,89046,0,0
20,70603,76406,1,1
32,60042,52561,0,0
35,75400,84743,0,0
39,11977,19395,0,0
23,16502,88224,0,0
29,91400,22824,0,0
34,3852,49258,0,0
34,10016,34896,0,0
27,28216,50941,0,0
31,8150,90311,0,0
37,14788,40301,0,0
20,67669,2818,1,0
24,87425,70484,1,1
30,19461,28847,0,0
27,30749,78059,1,0
29,21062,90322,0,0
25,5903,16161,0,0
39,94870,22793,1,0
31,79556,92252,1,0
30,27881,87916,1,0
32,77915,17274,0,0
22,79958,93086,1,1
30,11542,87092,1,0
22,24260,27668,1,0
39,77087,1852,1,0
40,58744,84257,0,0
30,18441,90577,1,0
22,8252,44249,0,0
26,35468,84801,1,0
25,69787,22101,0,0
28,37926,73351,1,0
37,13510,85240,0,0
36,24864,33491,1,0
21,9150,37420,0,0
30,32215,7769,1,0
28,21524,45795,1,0
27,65404,4596,1,0
25,7907,88286,1,0
25,77451,85790,1,1
23,60439,3397,0,0
35,63488,62533,1,0
39,24071,34376,1,0
30,29325,56211,1,0
24,33507,10134,1,0
28,49564,77066,0,0
30,90375,12689,0,0
28,20598,20056,0,0
38,3955,1987,0,0
34,70769,3731,0,0
37,4661,53758,0,0
31,71132,97848,1,0
27,8433,95518,0,0
21,99709,55297,1,1
35,93735,26156,1,0
25,6216,6383,0,0
30,36680,82169,1,0
24,69294,53954,0,0
28,64518,51424,0,0
40,3041,80739,1,0
33,23954,3469,1,0
20,19999,88988,1,0
37,78770,2304,0,0
34,82033,95034,0,0
24,77029,13836,0,0
40,59547,87141,0,0
36,22284,19271,0,0
24,41069,11437,1,0
30,55510,97724,0,0
30,37662,63542,0,0
23,9866,55431,0,0
40,82751,30448,0,0
36,81566,33340,0,0
31,47782,96058,1,0
30,37346,9871,1,0
24,48344,83288,1,0
33,60504,76518,0,0
33,27706,66253,0,0
30,81364,8853,1,0
24,98962,17005,1,0
28,41575,83454,0,0
30,79579,61135,0,0
26,29799,44568,0,0
30,91645,34275,1,0
26,75149,93811,0,0
21,41603,2221,1,0
21,99606,76379,1,1
27,30929,33619,1,0
35,51952,96039,0,0
31,53309,61561,0,0
32,78363,45582,0,0
26,48658,32116,0,0
35,38534,6619,0,0
26,26126,72207,1,0
20,45888,93270,0,0
35,96570,46401,1,0
29,15602,5157,1,0
26,27269,20783,1,0
21,31662,35227,0,0
39,75793,44513,0,0
25,24582,42557,0,0
30,80750,29203,1,0
31,57683,23149,1,0
40,62997,33582,1,0
35,80925,50494,0,0
20,46042,4171,1,0
35,28743,11536,0,0
22,91736,82682,1,1
22,60717,57937,1,1
30,58078,85964,0,0
36,4433,49697,0,0
23,39240,63650,1,0
39,19139,40974,0,0
26,81834,70874,0,0
26,77307,76965,1,1
31,24377,94796,1,0
32,44865,83876,1,0
20,93683,22015,0,0
28,44672,96029,0,0
34,82155,93457,1,0
34,69553,28235,0,0
40,62198,88007,0,0
35,74524,7279,1,0
36,29467,83073,1,0
28,7032,73765,0,0
25,55336,53563,0,0
27,36913,8463,1,0
20,38919,2585,1,0
36,58562,48962,1,0
35,62302,47036,1,0
36,88652,28966,0,0
24,93145,9179,0,0
40,36212,38873,0,0
25,92144,93152,0,0
38,90914,85562,1,0
34,30378,96470,1,0
31,10841,90692,1,0
24,73652,27033,0,0
40,87748,33204,0,0
22,43776,22665,1,0
27,96126,45330,1,1
22,27472,54751,0,0
20,68433,45753,0,0
27,36263,67660,1,0
24,15854,74838,0,0
39,10692,24844,1,0
39,88089,66870,0,0
38,70385,92040,1,0
25,57619,72478,0,0
28,91929,69953,0,0
27,37068,27778,0,0
37,16950,63289,0,0
23,38929,58214,1,0
21,39556,93188,0,0
37,36941,57142,0,0
36,1323,88909,1,0
40,31950,1253,0,0
27,74946,43611,0,0
28,65619,61338,1,1
29,16506,23690,0,0
30,55942,1287,0,0
37,5576,37947,1,0
32,66592,6930,1,0
36,29994,99028,1,0
40,68813,41619,0,0
25,62280,36914,0,0
32,37633,25360,0,0
22,34522,76702,0,0
21,95277,24414,0,0
