AOD,narration,cummulative_credit_amount,Output
96,0,421324,0
84,1,196137,0
93,1,593285,0
94,1,753519,0
94,1,955665,0
87,1,567300,1
93,0,277000,0
95,1,155473,0
82,1,745316,1
93,1,918894,0
93,0,751069,0
93,0,210710,0
91,1,857057,0
97,1,338954,0
90,1,730229,0
88,0,488536,0
81,1,517139,1
82,1,931471,1
86,1,271351,0
87,0,319044,0
91,0,88393,0
84,0,506341,0
94,0,689730,0
87,1,905535,1
88,0,921015,0
92,0,517461,0
84,1,154282,0
80,0,24295,0
91,1,579442,0
90,1,21697,0
81,1,450580,0
93,1,954777,0
85,1,12790,0
83,1,154282,0
80,1,860788,1
86,0,308304,0
85,1,543835,1
88,1,82075,0
83,0,279149,0
99,0,347533,0
90,0,96649,0
90,1,807899,0
90,1,569999,0
87,0,502103,0
97,0,912996,0
93,0,888999,0
89,0,376224,0
83,0,939690,0
88,1,500397,1
83,1,285508,0
83,0,365066,0
83,1,548900,1
94,1,77771,0
95,1,400212,0
98,1,911247,0
95,1,694290,0
95,0,468203,0
96,0,702568,0
95,1,705429,0
94,0,724039,0
92,1,192466,0
81,1,931832,1
85,0,806921,0
86,1,108492,0
95,0,958067,0
81,1,379735,0
81,0,557412,0
92,0,527056,0
92,0,649554,0
85,1,768603,1
91,0,577056,0
92,1,157783,0
95,0,38810,0
94,0,609616,0
92,0,223490,0
92,0,722973,0
84,0,609624,0
87,0,377048,0
82,0,88490,0
80,1,984376,1
85,1,488184,0
94,0,773646,0
92,1,950084,0
88,0,770710,0
81,1,758349,1
82,0,622304,0
94,1,958093,0
88,1,806057,1
97,1,536651,0
90,0,372213,0
98,1,652532,0
92,0,391847,0
85,0,709843,0
89,0,332763,0
89,0,483008,0
90,1,347792,0
88,1,503925,1
83,1,111943,0
99,0,390969,0
82,1,135466,0
93,0,3249,0
80,0,22294,0
98,1,242386,0
96,0,857232,0
93,0,549924,0
83,0,845014,0
99,0,427173,0
84,0,898612,0
98,0,409735,0
86,1,729170,1
85,1,851423,1
91,0,976501,0
90,0,423334,0
84,1,137924,0
89,0,18482,0
95,0,578373,0
97,0,758061,0
90,0,522220,0
94,1,658346,0
93,1,208769,0
92,1,66151,0
91,1,904887,0
84,0,226288,0
83,1,213950,0
95,1,300920,0
85,1,51120,0
87,0,48763,0
81,1,325462,0
82,0,517018,0
81,0,505822,0
94,1,285175,0
98,1,905935,0
89,0,580491,0
86,0,708865,0
97,1,409689,0
87,1,711787,1
92,1,169317,0
86,1,867042,1
91,0,62838,0
89,1,448061,0
85,1,347338,0
96,0,195967,0
92,0,218551,0
81,1,355,0
96,1,796401,0
93,1,708856,0
89,0,976680,0
91,0,708862,0
82,1,371265,0
92,0,810131,0
88,1,495388,0
85,0,557043,0
94,0,999243,0
89,0,797436,0
92,1,917421,0
93,1,896045,0
85,0,547791,0
95,0,444456,0
92,0,148613,0
91,0,639991,0
93,0,292965,0
87,1,594453,1
84,1,711494,1
98,1,91284,0
93,1,492837,0
90,0,211275,0
87,0,159408,0
95,1,538596,0
82,0,974035,0
95,1,537633,0
100,0,978428,0
100,1,440408,0
90,0,501909,0
87,1,437326,0
90,0,623124,0
82,1,179565,0
93,0,533691,0
81,0,938238,0
86,0,403733,0
86,1,422421,0
87,1,654246,1
82,1,142631,0
89,1,380203,0
92,0,155459,0
98,0,692255,0
91,1,164416,0
93,1,674646,0
100,0,533894,0
97,1,747927,0
84,0,272472,0
88,0,586291,0
85,1,960612,1
97,1,44401,0
90,0,901851,0
100,1,453563,0
96,0,182329,0
89,0,426098,0
96,0,90037,0
82,1,153964,0
89,0,137407,0
93,0,292518,0
81,0,835350,0
96,1,858070,0
100,0,788966,0
97,0,695517,0
98,1,307776,0
80,1,309882,0
88,1,106579,0
99,1,244845,0
100,0,477524,0
100,1,200438,0
83,0,629529,0
81,1,64791,0
86,0,730046,0
84,1,358164,0
91,0,607400,0
93,1,947316,0
86,0,955337,0
82,0,932217,0
91,0,913289,0
99,0,596630,0
85,0,455842,0
96,0,97684,0
90,0,109887,0
94,0,557253,0
82,1,707546,1
96,0,819186,0
92,1,351904,0
94,0,628481,0
92,0,793537,0
81,0,463086,0
92,1,375485,0
83,1,782690,1
91,0,64811,0
81,0,120975,0
83,0,999928,0
95,1,994523,0
87,1,592505,1
84,1,35167,0
95,1,696417,0
86,1,173388,0
100,1,689954,0
87,1,255294,0
92,1,954494,0
85,0,105190,0
87,0,807906,0
87,1,567273,1
92,1,434672,0
89,1,434121,0
84,0,591624,0
92,1,452879,0
98,1,564545,0
89,0,94198,0
82,0,455695,0
92,1,974741,0
84,0,193639,0
90,1,389995,0
80,0,636783,0
96,0,323769,0
89,0,67475,0
89,0,978709,0
95,1,931623,0
91,1,754709,0
88,0,898932,0
98,1,853729,0
83,0,655553,0
99,1,395683,0
92,1,325923,0
85,0,801520,0
81,1,669745,1
98,0,545432,0
96,0,928937,0
98,0,459043,0
99,1,375908,0
90,0,259757,0
99,1,147580,0
80,0,682218,0
85,1,835139,1
94,0,494974,0
84,1,168790,0
91,1,569345,0
99,0,919966,0
92,0,906515,0
89,1,647982,1
84,1,196974,0
87,1,904095,1
82,0,537223,0
96,0,173288,0
87,0,256069,0
95,0,185880,0
92,1,325663,0
93,1,69763,0
87,0,251386,0
97,1,684766,0
81,1,882791,1
90,0,769654,0
82,1,339479,0
99,0,654656,0
93,0,520323,0
94,0,3479,0
92,0,586615,0
93,0,732129,0
93,0,771987,0
100,0,368496,0
86,0,57552,0
85,1,357920,0
98,1,237136,0
89,1,867172,1
81,0,693033,0
95,0,543977,0
80,0,153090,0
92,0,123652,0
98,0,649069,0
97,1,442042,0
80,0,705569,0
96,0,469815,0
95,1,289492,0
94,1,790900,0
90,1,648146,0
99,1,644094,0
90,0,932023,0
86,1,975202,1
90,0,798553,0
85,0,907096,0
84,0,345820,0
98,0,971619,0
94,0,168811,0
84,0,732315,0
84,0,607699,0
99,0,367035,0
94,0,808540,0
84,0,105949,0
85,1,997756,1
85,0,128978,0
88,1,202540,0
84,1,371852,0
89,0,389684,0
99,0,17509,0
80,0,129611,0
94,1,271477,0
97,1,315578,0
80,1,48403,0
82,0,662197,0
83,0,862763,0
86,0,701477,0
87,1,205431,0
98,0,288000,0
99,1,86169,0
80,1,857353,1
98,0,91235,0
100,0,178090,0
84,1,824628,1
90,1,72465,0
96,0,866867,0
83,0,50734,0
86,0,407861,0
90,1,184313,0
81,0,237087,0
85,1,559925,1
100,1,748281,0
89,1,477433,0
91,1,333650,0
84,0,444267,0
93,1,246127,0
80,0,101897,0
89,1,397310,0
96,0,163767,0
80,1,391254,0
83,0,838721,0
91,1,442876,0
80,0,920489,0
89,1,553320,1
84,1,134175,0
99,1,665571,0
85,1,164431,0
96,0,214252,0
91,0,842029,0
92,1,564025,0
85,1,336903,0
87,1,227835,0
99,1,33831,0
91,1,504358,0
84,1,327031,0
92,1,744633,0
86,1,422163,0
88,0,270175,0
99,1,529215,0
80,0,886190,0
91,0,835377,0
81,0,696650,0
85,1,286894,0
94,0,486445,0
82,1,599964,1
96,1,132781,0
81,0,908479,0
100,0,110214,0
80,0,151986,0
87,0,664711,0
91,1,127836,0
88,0,844498,0
83,1,683967,1
82,0,686050,0
94,1,737748,0
97,0,804584,0
92,1,154951,0
83,0,387995,0
98,1,485437,0
89,0,742954,0
80,1,895947,1
94,0,300230,0
97,0,285598,0
92,1,759410,0
82,1,152482,0
80,1,427310,0
87,0,159279,0
82,0,310895,0
98,1,794210,0
97,1,596953,0
90,1,264572,0
86,0,419812,0
99,1,159823,0
82,0,780503,0
100,1,465332,0
80,0,413216,0
82,0,218227,0
89,1,138200,0
96,1,744229,0
88,1,638321,1
96,0,21294,0
95,1,938394,0
98,0,19530,0
98,0,317625,0
80,0,303918,0
90,0,50575,0
85,0,254569,0
81,1,164773,0
80,0,657235,0
97,1,400196,0
98,0,506386,0
90,0,642701,0
81,1,166836,0
100,0,716562,0
85,0,729237,0
83,0,833439,0
100,1,777397,0
85,0,883420,0
84,0,813801,0
86,1,125388,0
97,1,758133,0
80,1,653116,1
86,0,951553,0
99,0,503484,0
87,0,521812,0
96,0,163006,0
100,0,749832,0
85,0,497937,0
96,1,74661,0
84,0,961437,0
97,0,976415,0
100,1,759460,0
89,0,378329,0
89,0,242726,0
96,1,446838,0
97,0,40808,0
92,1,170322,0
99,0,90477,0
90,1,276566,0
91,0,552504,0
84,0,849890,0
92,0,648022,0
85,1,828864,1
96,1,701143,0
88,0,345967,0
81,1,99786,0
98,1,234681,0
90,1,270149,0
91,1,329798,0
82,1,980339,1
86,0,989568,0
100,0,63356,0
97,0,441526,0
95,0,827171,0
87,0,990757,0
93,0,455961,0
85,0,254370,0
88,1,841215,1
85,1,273573,0
92,0,138441,0
80,1,197986,0
80,1,941683,1
89,0,63047,0
90,1,897414,0
93,0,150686,0
92,0,308039,0
95,0,857428,0
100,0,535451,0
86,1,44059,0
95,0,394445,0
95,1,692904,0
85,0,768745,0
84,0,925313,0
83,1,934146,1
100,0,426609,0
94,0,36160,0
82,1,298324,0
83,0,103640,0
82,0,962723,0
86,1,105203,0
87,0,723225,0
86,0,764164,0
90,0,440212,0
83,1,653460,1
80,1,428376,0
98,0,318992,0
99,1,509684,0
82,1,796696,1
88,1,242031,0
81,0,910320,0
87,1,393396,0
97,1,766148,0
97,1,601673,0
99,1,359213,0
81,0,984142,0
87,1,786377,1
81,0,470736,0
88,1,402103,0
99,0,738179,0
85,1,845688,1
95,0,665367,0
89,0,994292,0
99,1,227555,0
96,0,275059,0
88,0,366620,0
91,1,554155,0
88,0,991200,0
85,1,562671,1
86,0,915775,0
97,1,765792,0
90,0,713550,0
83,0,904388,0
96,0,727505,0
90,1,316621,0
87,1,972905,1
90,1,955507,0
90,0,856600,0
91,0,754866,0
96,1,301205,0
92,0,83179,0
92,0,67893,0
88,1,765279,1
99,0,715938,0
92,0,659532,0
96,0,149435,0
80,0,301443,0
90,1,712840,0
92,0,123245,0
100,0,942851,0
96,1,546873,0
83,1,88914,0
93,0,193238,0
88,1,232346,0
81,0,44893,0
99,0,742883,0
84,0,142232,0
83,0,948796,0
80,0,67048,0
86,0,504838,0
97,0,751830,0
86,0,212902,0
90,0,519803,0
99,0,855677,0
85,0,860332,0
80,1,882030,1
92,1,885811,0
90,0,620564,0
96,1,369258,0
97,0,946422,0
92,1,127001,0
94,0,927030,0
100,0,389320,0
100,1,231609,0
83,1,387320,0
94,1,877066,0
89,1,547862,1
80,1,119152,0
88,1,696786,1
97,0,619660,0
100,0,337489,0
93,0,180269,0
97,0,787359,0
99,0,231459,0
97,1,946816,0
95,0,842179,0
84,1,946450,1
93,0,745405,0
86,1,937253,1
83,1,764520,1
95,1,600348,0
90,0,23504,0
88,0,165335,0
93,1,556321,0
86,0,57419,0
89,1,566475,1
92,0,7468,0
84,0,478653,0
88,1,11304,0
85,1,212404,0
96,0,838735,0
93,0,631525,0
96,1,836274,0
90,1,369770,0
84,1,148389,0
95,1,675988,0
95,1,668817,0
95,0,716728,0
90,1,642097,0
97,1,956656,0
100,0,607117,0
98,1,414260,0
89,0,451349,0
98,0,616500,0
97,0,957304,0
100,0,544890,0
80,1,36536,0
90,0,955340,0
86,1,912979,1
81,1,475022,0
95,1,301664,0
95,1,883863,0
85,1,407668,0
88,1,383646,0
99,1,577046,0
96,1,421726,0
95,1,701732,0
96,0,503442,0
94,1,762063,0
92,0,634669,0
97,1,743214,0
86,1,762674,1
92,0,239378,0
100,1,753992,0
81,0,909254,0
86,1,417489,0
80,0,680265,0
88,0,106343,0
85,1,268439,0
80,0,251231,0
84,1,680697,1
86,1,457029,0
99,1,316226,0
92,1,180302,0
87,1,328114,0
94,1,892658,0
84,0,398960,0
91,1,914354,0
81,0,454174,0
81,0,553311,0
81,0,162384,0
82,0,753681,0
97,0,267778,0
92,0,934323,0
86,0,335316,0
94,1,908413,0
85,1,854507,1
97,0,458454,0
88,1,843668,1
91,0,70299,0
93,1,876475,0
92,1,803848,0
94,1,623295,0
89,0,281816,0
94,1,128688,0
95,1,767458,0
99,1,50387,0
85,0,90577,0
97,0,2904,0
97,0,437468,0
85,0,833507,0
88,1,670137,1
80,0,912407,0
91,0,10284,0
96,0,175764,0
97,1,375727,0
93,0,713363,0
100,1,467510,0
96,0,743319,0
99,0,244688,0
80,0,661155,0
92,1,128543,0
93,0,550546,0
98,1,284398,0
82,0,605932,0
82,1,613086,1
80,1,467799,0
93,0,723356,0
92,0,411211,0
84,1,862904,1
81,1,195725,0
93,1,750366,0
83,1,256385,0
89,0,553483,0
99,1,307379,0
93,1,156246,0
87,1,753394,1
80,0,348935,0
94,0,56834,0
99,1,866109,0
89,1,729254,1
86,1,672006,1
86,0,500495,0
81,1,312588,0
87,1,777116,1
87,0,633056,0
85,0,516630,0
82,0,169756,0
86,0,358720,0
86,0,416436,0
98,1,724317,0
98,1,233271,0
90,1,376440,0
82,1,82415,0
84,1,392371,0
94,1,994474,0
83,1,829788,1
92,0,756862,0
93,0,934710,0
92,0,756326,0
94,1,420078,0
96,1,294012,0
96,0,836025,0
97,0,20657,0
87,0,492180,0
83,1,961918,1
99,0,188256,0
93,0,702055,0
99,0,628935,0
90,0,333993,0
95,0,581925,0
92,1,109500,0
86,0,447948,0
92,1,488754,0
92,0,848407,0
91,1,491173,0
90,0,911436,0
99,1,93609,0
95,1,289215,0
89,1,349950,0
99,0,92995,0
88,0,197431,0
95,0,588183,0
87,0,475939,0
99,1,237886,0
84,1,260832,0
97,0,760536,0
99,0,493397,0
99,1,9193,0
94,0,34317,0
81,1,931701,1
87,1,264405,0
86,1,210356,0
85,1,379148,0
90,0,733262,0
98,0,328296,0
87,1,694459,1
89,1,340402,0
86,1,921665,1
99,0,404158,0
98,0,699804,0
85,1,276329,0
89,0,51583,0
93,1,671185,0
92,0,958388,0
90,1,338263,0
99,0,161504,0
90,1,160143,0
90,1,400513,0
100,0,887573,0
84,0,746864,0
94,0,329753,0
85,0,51826,0
89,0,25608,0
80,1,853163,1
88,0,892901,0
95,1,521144,0
80,1,84928,0
86,0,79370,0
84,0,436461,0
89,1,334459,0
84,0,569623,0
95,1,783022,0
89,1,763709,1
95,1,87682,0
85,0,59946,0
91,1,121218,0
91,1,981520,0
91,0,744637,0
85,1,736145,1
100,0,677389,0
88,0,548313,0
100,1,332199,0
98,1,472102,0
96,1,939045,0
93,0,599516,0
83,0,527259,0
97,0,189741,0
96,1,167928,0
84,1,896375,1
95,0,809559,0
80,0,144209,0
95,1,400896,0
93,1,719797,0
85,0,585014,0
96,0,42489,0
85,1,9109,0
98,1,476875,0
88,1,362637,0
83,0,579274,0
89,0,513455,0
84,1,858992,1
95,1,696052,0
89,1,508037,1
94,1,426648,0
80,0,262440,0
99,0,794399,0
92,1,789870,0
97,0,229967,0
99,1,345360,0
92,0,631791,0
98,1,184594,0
80,1,185530,0
89,1,424480,0
95,1,209055,0
83,1,128989,0
87,1,371084,0
96,1,465015,0
83,0,170039,0
89,0,143669,0
100,1,523436,0
86,1,949917,1
91,0,341405,0
83,1,522748,1
94,0,654000,0
87,0,54071,0
80,1,818865,1
84,0,919679,0
94,1,753117,0
97,1,125719,0
85,0,754216,0
90,1,266596,0
85,1,313064,0
83,1,283963,0
87,1,274585,0
85,1,847508,1
87,1,823850,1
83,1,929013,1
83,0,397118,0
86,1,109309,0
98,1,150829,0
81,1,845760,1
94,0,488056,0
81,1,39659,0
91,1,288585,0
83,1,81182,0
85,0,994340,0
82,1,323255,0
84,1,540518,1
82,0,692657,0
87,0,532093,0
86,0,685281,0
82,1,116143,0
94,1,902162,0
80,1,768936,1
89,1,803532,1
93,1,942013,0
100,1,578320,0
100,1,820712,0
90,0,90056,0
87,0,725807,0
80,1,261272,0
100,0,171735,0
97,0,733975,0
86,1,866278,1
80,0,673680,0
92,0,749416,0
86,0,658960,0
80,1,279011,0
81,1,560235,1
93,1,711471,0
87,0,511545,0
87,0,643820,0
100,0,141747,0
95,1,887151,0
99,0,763024,0
90,0,712581,0
80,0,752200,0
96,1,540261,0
97,0,612654,0
96,1,501351,0
81,0,871575,0
85,1,424828,0
89,1,513379,1
95,1,646982,0
90,1,73142,0
83,1,799116,1
85,0,495272,0
83,0,259475,0
95,1,207522,0
86,1,391674,0
82,1,181158,0
85,1,429289,0
81,1,220407,0
94,0,7444,0
99,0,931508,0
90,1,983799,0
84,0,105345,0
81,0,779044,0
81,1,288286,0
93,1,723416,0
89,0,378180,0
85,1,56744,0
97,1,850356,0
92,0,507756,0
84,0,418898,0
95,0,559411,0
88,0,389292,0
99,0,372695,0
89,0,343534,0
93,0,341075,0
91,1,723695,0
93,1,525473,0
87,1,16179,0
96,0,612445,0
92,1,325745,0
86,1,718348,1
86,1,239983,0
81,0,583266,0
92,0,556116,0
98,0,918682,0
95,1,40145,0
92,0,906615,0
85,1,875030,1
84,0,46726,0
83,0,151395,0
94,0,643875,0
97,1,991655,0
87,1,964472,1
88,0,253037,0
87,0,854113,0
86,0,202485,0
94,0,16091,0
94,1,952245,0
80,0,752716,0
93,1,721279,0
93,0,357085,0
93,0,929832,0
82,1,747183,1
97,0,716277,0
85,1,323717,0
94,1,47806,0
99,1,803901,0
96,0,985133,0
98,0,518869,0
91,0,936064,0
90,0,412469,0
88,1,321460,0
88,1,814289,1
90,0,790645,0
86,0,123237,0
89,1,216359,0
94,0,379040,0
90,1,698780,0
91,0,601966,0
99,1,300064,0
97,1,408056,0
95,1,859940,0
92,1,877406,0
93,1,952417,0
81,0,646343,0
97,1,945568,0
96,0,528121,0
86,1,362955,0
86,0,26893,0
84,1,795411,1
86,1,246235,0
84,1,153621,0
88,0,704815,0
100,0,35789,0
96,1,350972,0
93,0,589116,0
89,0,156617,0
94,0,389417,0
82,0,800255,0
96,0,223296,0
94,0,649091,0
87,1,461791,0
90,1,593023,0
100,1,956896,0
88,0,733170,0
90,0,357831,0
87,0,945903,0
100,1,282045,0
100,0,885984,0
85,1,916332,1
81,0,760356,0
95,0,640880,0
83,0,89065,0
97,1,936603,0
87,1,538513,1
91,0,395300,0
100,1,200703,0
92,0,660430,0
99,0,944094,0
93,1,221490,0
82,1,626198,1
88,1,458514,0
96,0,324082,0
82,1,47721,0
93,1,478787,0
92,1,383429,0
89,0,539263,0
89,0,310700,0
86,0,501731,0
94,1,610016,0
98,0,115004,0
92,0,294564,0
95,1,991472,0
88,1,445304,0
100,0,156070,0
87,0,821831,0
82,0,518248,0
86,0,662610,0
82,1,90819,0
80,0,521967,0
86,0,59857,0
92,0,359116,0
89,0,519539,0
85,1,697701,1
98,1,140969,0
96,1,567961,0
99,0,804134,0
98,0,409579,0
94,1,319785,0
93,0,497829,0
81,0,760313,0
86,0,921486,0
97,1,314133,0
96,0,933730,0
91,0,73952,0
95,1,768127,0
92,0,71581,0
100,1,868001,0
95,1,428058,0
91,1,116307,0
89,0,918678,0
84,0,944570,0
97,0,728434,0
85,1,417415,0
87,0,75322,0
94,0,489491,0
82,0,239786,0
86,1,717877,1
94,0,459202,0
90,1,31168,0
81,0,396653,0
98,1,39737,0
86,1,249335,0
87,0,187409,0
82,0,210744,0
92,0,793877,0
89,1,354160,0
94,0,656184,0
83,1,262625,0
81,1,166173,0
84,1,314177,0
97,0,954071,0
81,1,794165,1
95,1,744461,0
96,0,685173,0
86,0,399532,0
95,1,659806,0
83,0,418607,0
94,0,105478,0
96,0,266896,0
81,1,539846,1
95,0,457436,0
84,1,246826,0
87,0,393458,0
100,0,653588,0
92,0,255721,0
96,0,880818,0
92,1,473257,0
93,1,457776,0
97,1,236376,0
92,0,39493,0
99,1,812383,0
95,1,554799,0
80,0,853260,0
99,1,72115,0
94,0,194757,0
85,1,613991,1
99,0,604768,0
88,1,581615,1
91,0,553890,0
92,0,207047,0
91,1,844854,0
93,1,661053,0
85,0,819173,0
96,0,810814,0
96,0,678463,0
87,1,118990,0
82,1,488825,0
90,1,444003,0
95,1,584595,0
85,1,117801,0
86,1,112269,0
87,1,479125,0
100,0,479739,0
97,1,498764,0
90,0,94151,0
100,0,731558,0
84,1,560097,1
88,1,647135,1
98,1,969278,0
84,1,574437,1
91,1,917067,0
92,0,709438,0
98,1,263897,0
99,0,624154,0
91,1,903898,0
89,1,545570,1
99,0,347110,0
89,1,35023,0
88,0,891071,0
80,1,90544,0
83,1,707978,1
88,0,43010,0
90,0,829430,0
91,1,347538,0
95,0,781173,0
95,1,9724,0
99,0,462988,0
84,1,34136,0
100,1,967301,0
88,0,298374,0
99,1,702331,0
81,1,342096,0
96,1,457404,0
98,1,138172,0
88,1,330067,0
83,1,354673,0
99,0,941972,0
89,0,630378,0
100,0,224945,0
100,1,324188,0
92,1,100011,0
80,0,870082,0
90,0,136660,0
95,0,587865,0
94,1,345342,0
95,0,824907,0
82,0,993363,0
92,1,655289,0
96,0,699043,0
84,0,426513,0
96,0,601691,0
96,1,376945,0
92,0,851692,0
84,1,509667,1
92,1,356988,0
95,0,110279,0
80,1,481091,0
88,0,546980,0
95,0,505904,0
89,0,464502,0
90,1,618522,0
98,1,830955,0
95,1,656577,0
81,1,159651,0
87,1,204800,0
88,1,819870,1
89,1,348661,0
83,0,840338,0
95,0,932296,0
99,1,521692,0
84,0,485673,0
89,0,676951,0
86,0,173951,0
95,1,927539,0
100,0,998056,0
80,0,692430,0
91,0,445792,0
86,0,777398,0
95,0,386991,0
96,1,440931,0
83,1,419729,0
93,0,640468,0
80,1,679689,1
89,1,619463,1
99,0,446938,0
92,0,393421,0
82,0,877585,0
95,0,832324,0
89,0,571124,0
82,1,143878,0
83,0,488190,0
80,1,364512,0
93,0,648896,0
83,1,379184,0
99,0,981712,0
82,1,452987,0
83,1,81357,0
89,1,248908,0
85,1,684360,1
83,1,748589,1
94,0,611991,0
88,1,134383,0
91,1,383349,0
94,0,266059,0
91,1,860758,0
89,1,692395,1
88,1,983272,1
90,1,622795,0
93,0,589505,0
82,0,957970,0
100,1,466718,0
82,0,947779,0
85,0,119469,0
93,0,268502,0
88,0,759508,0
97,0,178485,0
82,1,911297,1
99,1,371726,0
94,0,471533,0
97,0,267082,0
82,1,546043,1
88,0,911560,0
82,1,339159,0
81,1,74542,0
82,1,462198,0
80,1,693620,1
83,1,257939,0
100,0,138090,0
91,1,987518,0
100,0,981537,0
99,1,791504,0
91,0,853869,0
83,1,31647,0
80,0,262193,0
83,1,927831,1
82,0,296780,0
84,0,610667,0
95,0,526454,0
81,1,854457,1
89,1,129024,0
88,1,298384,0
89,0,871721,0
98,1,367732,0
100,1,665446,0
98,1,124675,0
88,0,658400,0
91,1,240124,0
97,1,339842,0
98,1,724016,0
82,1,836542,1
98,1,110549,0
82,0,799483,0
86,0,568639,0
97,1,693070,0
95,1,818016,0
92,0,159303,0
98,0,769441,0
81,0,645912,0
87,0,923635,0
82,0,291192,0
81,1,496209,0
82,1,388892,0
92,0,601093,0
99,0,393198,0
99,0,888399,0
91,0,4867,0
94,1,212526,0
90,0,380862,0
92,1,23298,0
97,0,281942,0
84,0,515587,0
82,0,623573,0
90,1,279971,0
97,0,746067,0
96,0,642222,0
93,1,288867,0
89,0,557608,0
82,1,527482,1
95,1,704589,0
98,0,894650,0
94,0,105857,0
100,1,919593,0
93,1,928393,0
98,0,214170,0
100,0,264885,0
91,1,290619,0
87,0,453083,0
90,1,14447,0
99,1,271141,0
88,0,517248,0
87,0,629087,0
85,0,599563,0
92,1,831955,0
89,0,769470,0
80,1,789003,1
97,0,718090,0
81,0,862889,0
97,1,770082,0
80,0,515245,0
86,1,25222,0
99,1,388614,0
94,0,437486,0
84,1,791269,1
88,0,135026,0
97,0,488303,0
84,0,822095,0
92,0,626441,0
92,0,295470,0
99,0,741707,0
90,1,492851,0
91,0,125890,0
82,1,658320,1
87,1,332832,0
88,1,923859,1
84,1,186373,0
85,1,864216,1
88,0,207191,0
89,0,509362,0
92,1,933415,0
93,0,567651,0
83,1,865325,1
90,0,636534,0
92,0,546985,0
86,0,740898,0
88,1,11296,0
90,1,702271,0
85,0,617778,0
100,1,288083,0
97,1,410302,0
97,1,694635,0
87,1,485798,0
81,0,720603,0
90,1,504817,0
86,0,749085,0
86,1,614111,1
83,0,650066,0
83,0,482827,0
86,0,18303,0
95,1,927210,0
83,1,266642,0
90,1,712840,0
80,0,772375,0
89,1,382243,0
90,1,425677,0
88,0,674049,0
99,1,603813,0
94,1,498730,0
89,1,668447,1
90,0,644768,0
100,0,590947,0
88,0,833837,0
85,0,301085,0
99,1,860794,0
81,1,758517,1
93,1,353715,0
88,0,224094,0
87,0,861923,0
89,0,663084,0
93,0,153926,0
100,1,779508,0
99,0,8393,0
93,1,248060,0
94,0,492390,0
97,1,751428,0
86,1,378824,0
99,0,777765,0
97,1,259737,0
85,1,283266,0
89,0,151479,0
99,1,778937,0
97,0,900668,0
99,0,873876,0
95,1,938567,0
88,1,858312,1
95,0,941031,0
82,1,372479,0
84,1,439531,0
90,1,900646,0
83,0,149361,0
100,1,215606,0
90,1,632073,0
81,1,641258,1
89,0,807064,0
87,1,231154,0
88,0,114696,0
96,1,254334,0
94,0,526807,0
96,1,608418,0
89,1,700557,1
94,1,522458,0
88,1,267452,0
90,0,961269,0
97,0,934771,0
95,0,441758,0
96,1,923173,0
86,1,345892,0
99,0,42932,0
92,1,665094,0
85,1,925014,1
87,0,601456,0
84,1,487010,0
94,0,95786,0
94,1,933788,0
80,0,533192,0
93,0,495762,0
80,0,11688,0
81,0,796384,0
94,0,739090,0
81,0,867966,0
90,1,695751,0
80,0,227780,0
83,0,852159,0
100,1,752871,0
90,1,358073,0
86,0,946488,0
96,1,557104,0
81,0,398041,0
81,0,909639,0
93,0,554865,0
96,0,416011,0
80,0,193367,0
83,0,634020,0
90,1,820232,0
93,0,212918,0
82,1,552112,1
92,1,668397,0
83,0,707990,0
94,1,435693,0
98,1,764646,0
94,1,938279,0
89,0,501999,0
84,0,94981,0
93,0,653416,0
99,1,429185,0
82,0,180224,0
91,1,633759,0
86,1,532804,1
87,1,87031,0
93,1,624010,0
85,1,119472,0
86,1,815642,1
86,0,506244,0
92,0,382696,0
82,0,201023,0
82,0,563267,0
99,0,120435,0
81,1,722722,1
83,0,259609,0
95,1,84650,0
100,0,254648,0
100,1,720650,0
91,1,918846,0
91,0,165200,0
86,1,475654,0
82,0,63086,0
80,1,977418,1
97,1,205031,0
97,1,273606,0
80,1,824899,1
85,1,200550,0
81,1,840613,1
100,1,861491,0
88,0,334646,0
100,1,156166,0
95,0,655386,0
89,0,232666,0
98,0,536748,0
90,0,402003,0
99,1,725880,0
100,0,602223,0
84,0,241418,0
88,1,741120,1
81,0,195892,0
90,0,631951,0
93,0,54808,0
87,1,745111,1
97,1,98751,0
84,1,734027,1
94,0,452775,0
89,1,514150,1
88,1,650816,1
99,1,386439,0
82,0,772391,0
94,0,183215,0
82,0,640802,0
90,1,784533,0
100,1,738259,0
89,1,384207,0
97,0,140788,0
97,0,325364,0
86,1,56271,0
97,1,802345,0
89,1,560544,1
87,0,81551,0
81,1,369463,0
97,0,616123,0
99,1,48269,0
85,0,890310,0
80,0,968818,0
82,0,354401,0
84,0,414351,0
80,1,108529,0
86,1,333675,0
92,0,277529,0
97,1,356087,0
96,0,209635,0
96,0,793667,0
80,1,918860,1
96,1,125663,0
100,0,306888,0
84,1,354505,0
90,0,307071,0
94,1,952400,0
100,1,353925,0
82,1,598416,1
83,0,337553,0
95,0,821768,0
96,1,707302,0
81,1,831509,1
86,1,781919,1
87,0,88133,0
81,0,516091,0
85,1,908817,1
94,0,240123,0
86,1,822298,1
84,0,815411,0
82,1,636710,1
91,1,218030,0
84,0,693816,0
89,0,716940,0
86,1,869504,1
80,0,822238,0
93,0,505838,0
99,1,388103,0
80,1,125106,0
94,0,683771,0
84,0,256957,0
81,0,229138,0
98,1,664771,0
